Titles,Descriptions,Ids,Pub_year,Article_links,Year,Keyword
Using Ion Torrent sequencing to study genetic mutation profiles of fatal thyroid cancers.,,28757314,,https://pubmed.ncbi.nlm.nih.gov/28757314/,2018,fatal
Subgaleal Hematoma Masking Fatal Complications of Cephalohematoma in a Preterm Infant.,,28728433,,https://pubmed.ncbi.nlm.nih.gov/28728433/,2018,fatal
Ruptured varicose veins and fatal hemorrhage.,,28695421,,https://pubmed.ncbi.nlm.nih.gov/28695421/,2018,fatal
"Pharmacological Treatment of Vagal Hyperactivity, a Rare but Potentially Fatal Cause of Sudden Cardiac Death.",,28685699,,https://pubmed.ncbi.nlm.nih.gov/28685699/,2018,fatal
Fatal poisoning by terbufos following occupational exposure.,,28681657,,https://pubmed.ncbi.nlm.nih.gov/28681657/,2018,fatal
Fatal SV40-associated pneumonia and nephropathy following renal allotransplantation in rhesus macaque.,,28671309,,https://pubmed.ncbi.nlm.nih.gov/28671309/,2018,fatal
Anaphylaxis to vanilla ice cream: a near fatal cross-reactivity phenomenon.,,28662315,,https://pubmed.ncbi.nlm.nih.gov/28662315/,2018,fatal
A Unique Fatal Moose Attack Mimicking Homicide.,,28631272,,https://pubmed.ncbi.nlm.nih.gov/28631272/,2018,fatal
Predictors of posttraumatic growth 10-11 months after a fatal earthquake.,,28594203,,https://pubmed.ncbi.nlm.nih.gov/28594203/,2018,fatal
Features of fatal injuries in older cyclists in vehicle-bicycle accidents in Japan.,,28581829,,https://pubmed.ncbi.nlm.nih.gov/28581829/,2018,fatal
Estimated total costs from non-fatal and fatal bicycle crashes in the USA: 1997-2013.,,28572269,,https://pubmed.ncbi.nlm.nih.gov/28572269/,2018,fatal
Near fatal bronchospasm and bradycardia after carbetocin administration.,,28554581,,https://pubmed.ncbi.nlm.nih.gov/28554581/,2018,fatal
"Fatal intoxication by 5F-ADB and diphenidine: Detection, quantification, and investigation of their main metabolic pathways in humans by LC/MS/MS and LC/Q-TOFMS.",,28544560,,https://pubmed.ncbi.nlm.nih.gov/28544560/,2018,fatal
A fatal case of autoanti-Wrb causing autoagglutination of red blood cells and intravascular haemolysis.,,28524621,,https://pubmed.ncbi.nlm.nih.gov/28524621/,2018,fatal
Fatal Ingestion of Chlumsky Disinfectant Solution.,,28508472,,https://pubmed.ncbi.nlm.nih.gov/28508472/,2018,fatal
Polyglucosan Bodies in Placental Extravillious Trophoblast for the Diagnosis of Fatal Perinatal Neuromuscular-type Glycogen Storage Disease Type IV.,,28497716,,https://pubmed.ncbi.nlm.nih.gov/28497716/,2018,fatal
Multidetector computed tomographic pulmonary angiography in a cat with fatal heartworm disease.,,28464566,,https://pubmed.ncbi.nlm.nih.gov/28464566/,2018,fatal
Forensic Case Reports Presenting Immersion Pulmonary Edema as a Differential Diagnosis in Fatal Diving Accidents.,,28464277,,https://pubmed.ncbi.nlm.nih.gov/28464277/,2018,fatal
Leg massage by mother resulting in fatal pulmonary thromboembolism.,,28441907,,https://pubmed.ncbi.nlm.nih.gov/28441907/,2018,fatal
"Fatal Overdose of Gamma-hydroxybutyrate Acid After Ingestion of 1,4-Butanediol.",,28425102,,https://pubmed.ncbi.nlm.nih.gov/28425102/,2018,fatal
Fatal Acute Hemorrhagic Bowel Infarction Caused by Mesenteric Venous Thrombosis.,,28425094,,https://pubmed.ncbi.nlm.nih.gov/28425094/,2018,fatal
Incidence and cost of non-fatal burns in Iran: a nationwide population-based study.,,28387170,,https://pubmed.ncbi.nlm.nih.gov/28387170/,2018,fatal
Intensity modulated radiation therapy after extra-pleural pneumonectomy for malignant pleural mesothelioma is feasible without fatal pulmonary toxicity and provides good survival.,,28371288,,https://pubmed.ncbi.nlm.nih.gov/28371288/,2018,fatal
Fatal outcome due to CO2 emboli during direct cholangioscopy.,,28360098,,https://pubmed.ncbi.nlm.nih.gov/28360098/,2018,fatal
Pembrolizumab-induced myasthenia gravis: A fatal case report.,,28147928,,https://pubmed.ncbi.nlm.nih.gov/28147928/,2018,fatal
Priapism as the Presenting Complaint in Fatal Group A Streptococcal Induced Disseminated Intravascular Coagulation.,,27989251,,https://pubmed.ncbi.nlm.nih.gov/27989251/,2018,fatal
Abdominal Pain Caused by a Potentially Fatal Attraction.,,27870785,,https://pubmed.ncbi.nlm.nih.gov/27870785/,2018,fatal
FATAL RUPTURE OF DISSECTING ANTERIOR INFERIOR CEREBELLAR ARTERY ANEURYSM AS AN UNEXPECTED COMPLICATION AFTER ANTERIOR SKULL BASE SURGERY: A CASE REPORT.,,27858381,,https://pubmed.ncbi.nlm.nih.gov/27858381/,2018,fatal
Differences in Patterns of Mortality Between Foreign-Born and Native-Born Workers Due to Fatal Occupational Injury in the USA from 2003 to 2010.,,27704387,,https://pubmed.ncbi.nlm.nih.gov/27704387/,2018,fatal
Prediction of fatal and non-fatal cardiovascular events in young and middle-aged healthy workers: The IberScore model.,,33838039,,https://pubmed.ncbi.nlm.nih.gov/33838039/,2019,fatal
Primary varicella zoster virus infection-related hemiparesis and fatal neurological complications in an immunocompetent girl.,,33380643,,https://pubmed.ncbi.nlm.nih.gov/33380643/,2019,fatal
"""Chasing the Dragon"": A Fatal Case Report of Toxic Leucoencéphalopathie Due to Inhaled Heroin.",,33328022,,https://pubmed.ncbi.nlm.nih.gov/33328022/,2019,fatal
[Fatal invasive pulmonary aspergillosis in a patient with multiple non-classic risk factors].,,33001617,,https://pubmed.ncbi.nlm.nih.gov/33001617/,2019,fatal
Two distinct prions in fatal familial insomnia and its sporadic form.,,32954274,,https://pubmed.ncbi.nlm.nih.gov/32954274/,2019,fatal
Fatal attraction: A narrative of early opioid addiction.,,32934580,,https://pubmed.ncbi.nlm.nih.gov/32934580/,2019,fatal
"Fatal Agricultural Injuries in Pennsylvania, 2015-2017: A Comparative Analysis of Two Systems' Data Collection Methods and Datasets.",,32429608,,https://pubmed.ncbi.nlm.nih.gov/32429608/,2019,fatal
Fatal case of West Nile encephalitis associated with acute anteroseptal ST elevation myocardial infarction (STEMI): a case report.,,32334492,,https://pubmed.ncbi.nlm.nih.gov/32334492/,2019,fatal
Investigation of epidemic spreading process on multiplex networks by incorporating fatal properties.,,32287502,,https://pubmed.ncbi.nlm.nih.gov/32287502/,2019,fatal
Fatal Radiation Pneumonitis: Literature Review and Case Series.,,32280824,,https://pubmed.ncbi.nlm.nih.gov/32280824/,2019,fatal
"Determinants of Fatal Outcome in Patients Admitted to Intensive Care Units With Influenza, European Union 2009-2017.",,32258201,,https://pubmed.ncbi.nlm.nih.gov/32258201/,2019,fatal
A fatal case of severe systemic varicella zoster infection in a patient with chronic use of immunosuppressive agents for cutaneous vasculitis.,,32226759,,https://pubmed.ncbi.nlm.nih.gov/32226759/,2019,fatal
Takotsubo syndrome - fatal prognosis of patients with low body mass index in 5-year follow-up.,,32190137,,https://pubmed.ncbi.nlm.nih.gov/32190137/,2019,fatal
Fatal heart block from intentional yew tree (Taxus baccata) ingestion: a case report.,,32128497,,https://pubmed.ncbi.nlm.nih.gov/32128497/,2019,fatal
Disseminated cryptococcosis and hepatitis C virus infection: A fatal co-infection.,,32104744,,https://pubmed.ncbi.nlm.nih.gov/32104744/,2019,fatal
Case report: recurrent biventricular Takotsubo cardiomyopathy in a middle-aged man with fatal outcome after full recovery.,,32099957,,https://pubmed.ncbi.nlm.nih.gov/32099957/,2019,fatal
A Fatal Case of Septic Shock Secondary to Acinetobacter Bacteremia Acquired from a Platelet Transfusion.,,32089699,,https://pubmed.ncbi.nlm.nih.gov/32089699/,2019,fatal
Fatal neurocryptococcosis in a Colombian underage patient.,,32087082,,https://pubmed.ncbi.nlm.nih.gov/32087082/,2019,fatal
Fatal eosinophilic coronary periarteritis leads to dissection in a young patient: A case report.,,32042358,,https://pubmed.ncbi.nlm.nih.gov/32042358/,2019,fatal
Accidental Pyrethroid Ingestion in Toddler: Near-Fatal Atypical Presentation and Successful Recovery.,,31998671,,https://pubmed.ncbi.nlm.nih.gov/31998671/,2019,fatal
Patent Foramen Ovale: A Fatal Trap.,,31998393,,https://pubmed.ncbi.nlm.nih.gov/31998393/,2019,fatal
TLR7 Agonism Accelerates Disease and Causes a Fatal Myeloproliferative Disorder in NZM 2410 Lupus Mice.,,31998321,,https://pubmed.ncbi.nlm.nih.gov/31998321/,2019,fatal
Complication during hospitalization of geronto-psychiatric patient for fatal Stevens-Johnson syndrome - a multidisciplinary approach.,,31996000,,https://pubmed.ncbi.nlm.nih.gov/31996000/,2019,fatal
[Acute mesenteric ischemia as a fatal complication of infectious disease in a high-risk patient: a case report].,,31971245,,https://pubmed.ncbi.nlm.nih.gov/31971245/,2019,fatal
"Familial ""benign"" pemphigus? Erythroderma and fatal outcome.",,31959512,,https://pubmed.ncbi.nlm.nih.gov/31959512/,2019,fatal
Fatal Hypogammaglobulinemia 3 Years after Rituximab in a Patient with Immune Thrombocytopenia: An Underlying Genetic Predisposition?,,31956452,,https://pubmed.ncbi.nlm.nih.gov/31956452/,2019,fatal
Risk of serious adverse event and fatal adverse event with molecular target anticancer drugs in cancer patients: A meta-analysis.,,31939421,,https://pubmed.ncbi.nlm.nih.gov/31939421/,2019,fatal
"First Description of Histopathological Lesions associated with a Fatal Infection of Moose (Alces Alces) with the Liver Fluke Parafasciolopsis Fasciolaemorpha Ejsmont, 1932.",,31934666,,https://pubmed.ncbi.nlm.nih.gov/31934666/,2019,fatal
"A fatal, rare case of bilateral, upper, lower limbs and abdominal gangrene associated with brucellosis.",,31929710,,https://pubmed.ncbi.nlm.nih.gov/31929710/,2019,fatal
Fatal Hypocalcaemia Due to Hungry Bone Syndrome with Secondary Refractory HyperParathyroidism After Parathyroidectomy: A Case Report.,,31915720,,https://pubmed.ncbi.nlm.nih.gov/31915720/,2019,fatal
Rapidly progressive and fatal case of extragenital cutaneous epithelioid angiosarcoma with visceral involvement.,,31909135,,https://pubmed.ncbi.nlm.nih.gov/31909135/,2019,fatal
Traumatic Atlantoaxial Dislocation with an Odontoid Fracture: A Rare and Potentially Fatal Injury.,,31903373,,https://pubmed.ncbi.nlm.nih.gov/31903373/,2019,fatal
Complication of tracheotomy: A case of fatal pneumomediastinum in spontaneous ventilation.,,31896298,,https://pubmed.ncbi.nlm.nih.gov/31896298/,2019,fatal
Fatal status migrainosus in Chiari 1 malformation.,,31893144,,https://pubmed.ncbi.nlm.nih.gov/31893144/,2019,fatal
A Case in Which Focal Convulsion Was the Initial Sign of Fatal Aortic Dissection.,,31891964,,https://pubmed.ncbi.nlm.nih.gov/31891964/,2019,fatal
Fatal chronic meningitis caused by Candida dubliniensis after liver transplantation.,,31890490,,https://pubmed.ncbi.nlm.nih.gov/31890490/,2019,fatal
A Fatal Case of Primary Orbital Ewing's Sarcoma with Intracranial Extensions in a Six-year-old Girl.,,31890444,,https://pubmed.ncbi.nlm.nih.gov/31890444/,2019,fatal
Fatal Anaphylaxis to Contrast a Reality: A Case Report.,,31890415,,https://pubmed.ncbi.nlm.nih.gov/31890415/,2019,fatal
Identifying Risk Factors Associated with Fatal Drowning Accidents in the Paediatric Population: A Review of International Evidence.,,31890403,,https://pubmed.ncbi.nlm.nih.gov/31890403/,2019,fatal
Average medical cost of fatal and non-fatal injuries by type in the USA.,,31888976,,https://pubmed.ncbi.nlm.nih.gov/31888976/,2019,fatal
"Dichotomy in Fatal Outcomes in a Large Cohort of People Living with HTLV-1 in São Paulo, Brazil.",,31888093,,https://pubmed.ncbi.nlm.nih.gov/31888093/,2019,fatal
Nanoparticle reinforced bacterial outer-membrane vesicles effectively prevent fatal infection of carbapenem-resistant Klebsiella pneumoniae.,,31887427,,https://pubmed.ncbi.nlm.nih.gov/31887427/,2019,fatal
Fatal Nonvariceal Gastrointestinal Bleeding in a Cirrhotic Patient Taking Apixaban with No History of Hemorrhage.,,31886064,,https://pubmed.ncbi.nlm.nih.gov/31886064/,2019,fatal
Spontaneous Coronary Artery Dissection in a Patient with a Family History of Fatal Ascending Aortic Dissection: Case Report and Discussion of Diseases Causing Both Presentations.,,31885932,,https://pubmed.ncbi.nlm.nih.gov/31885932/,2019,fatal
Fatal scorpion envenomation in a 3-month-old infant.,,31885003,,https://pubmed.ncbi.nlm.nih.gov/31885003/,2019,fatal
Clinical Features of Fatal Pandemic Influenza A/H1N1 Infection Complicated by Invasive Pulmonary Fungal Infection.,,31883036,,https://pubmed.ncbi.nlm.nih.gov/31883036/,2019,fatal
Highly sensitive nested PCR and rapid immunochromatographic detection of Babesia bovis and Babesia bigemina infection in a cattle herd with acute clinical and fatal cases in Argentina.,,31880063,,https://pubmed.ncbi.nlm.nih.gov/31880063/,2019,fatal
Haploidentical bone marrow transplantation in a child with fatal hepatic failure due to graft-versus-host disease after cord blood transplantation.,,31876210,,https://pubmed.ncbi.nlm.nih.gov/31876210/,2019,fatal
Fatal gastrointestinal bleeding in a case report of Coat's plus syndrome.,,31874382,,https://pubmed.ncbi.nlm.nih.gov/31874382/,2019,fatal
"Postmortem Diagnosis of Fatal Hypothermia by Fourier Transform Infrared Spectroscopic Analysis of Edema Fluid in Formalin-Fixed, Paraffin-Embedded Lung Tissues.",,31868923,,https://pubmed.ncbi.nlm.nih.gov/31868923/,2019,fatal
Complexities of Young Driver Injury and Fatal Motor Vehicle Crashes.,,31866787,,https://pubmed.ncbi.nlm.nih.gov/31866787/,2019,fatal
Fatal Stroke After Reoperation for Lobar Torsion.,,31862494,,https://pubmed.ncbi.nlm.nih.gov/31862494/,2019,fatal
Pancreatitis as a severe complication of leptospirosis with fatal outcome: a case report.,,31859840,,https://pubmed.ncbi.nlm.nih.gov/31859840/,2019,fatal
A response letter to the editor on mechanism classification of fatal injuries.,,31859089,,https://pubmed.ncbi.nlm.nih.gov/31859089/,2019,fatal
Fatal Pneumocystis jirovecii Pneumonia in a Patient on Adalimumab: A Case Report.,,31855581,,https://pubmed.ncbi.nlm.nih.gov/31855581/,2019,fatal
Fatal Disseminated Infection by Trichosporon asahii Under Voriconazole Therapy in a Patient with Acute Myeloid Leukemia: A Review of Breakthrough Infections by Trichosporon spp.,,31853871,,https://pubmed.ncbi.nlm.nih.gov/31853871/,2019,fatal
Fatal sulfasalazine-induced DRESS complicated by HHV-6 reactivation and hemophagocytic lymphohistiocytosis.,,31853592,,https://pubmed.ncbi.nlm.nih.gov/31853592/,2019,fatal
"A multi-state examination of the victims of fatal adolescent intimate partner violence, 2011-2015.",,31849365,,https://pubmed.ncbi.nlm.nih.gov/31849365/,2019,fatal
Epidemiology of non-fatal suicidal behavior among first-year university students in South Africa.,,31845836,,https://pubmed.ncbi.nlm.nih.gov/31845836/,2019,fatal
The impact of debriefing modalities on nurse practitioner students' knowledge and leadership skills in managing fatal dysrhythmias: A pilot study.,,31841811,,https://pubmed.ncbi.nlm.nih.gov/31841811/,2019,fatal
The most difficult at-fault fatal crashes to avoid with current active safety technology.,,31838323,,https://pubmed.ncbi.nlm.nih.gov/31838323/,2019,fatal
"Police-related barriers to harm reduction linked to non-fatal overdose amongst sex workers who use drugs: Results of a community-based cohort in Metro Vancouver, Canada.",,31838244,,https://pubmed.ncbi.nlm.nih.gov/31838244/,2019,fatal
Re: 'Trend of fatal poisoning at national and provincial levels in Iran from 1990 to 2015'.,,31836242,,https://pubmed.ncbi.nlm.nih.gov/31836242/,2019,fatal
Fatal PM2.5 and O₃.,,31833269,,https://pubmed.ncbi.nlm.nih.gov/31833269/,2019,fatal
Fatal complications in a patient with severe multi-space infections in the oral and maxillofacial head and neck regions: A case report.,,31832421,,https://pubmed.ncbi.nlm.nih.gov/31832421/,2019,fatal
Association of Dietary Magnesium Intake with Fatal Coronary Heart Disease and Sudden Cardiac Death.,,31829773,,https://pubmed.ncbi.nlm.nih.gov/31829773/,2019,fatal
Fatal air embolism in a breath-hold diver.,,31828750,,https://pubmed.ncbi.nlm.nih.gov/31828750/,2019,fatal
Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide-Implicit Association Test.,,31825760,,https://pubmed.ncbi.nlm.nih.gov/31825760/,2019,fatal
Fatal fulminant Clostridioides difficile colitis caused by Helicobacter pylori eradication therapy; a case report.,,31822448,,https://pubmed.ncbi.nlm.nih.gov/31822448/,2019,fatal
A Pilot Study on the Diagnosis of Fatal Electrocution by the Detection of Myocardial Microhemorrhages.,,31821551,,https://pubmed.ncbi.nlm.nih.gov/31821551/,2019,fatal
Rapidly fatal encephalitis associated with atypical lymphoid proliferations of the basal ganglia subsequent to aneurysmal subarachnoid hemorrhage.,,31819796,,https://pubmed.ncbi.nlm.nih.gov/31819796/,2019,fatal
Rates Of Suicide And Non-Fatal Suicide Attempts Among Persons Undergoing Organ Transplantation In Denmark From 1995 Through 2015.,,31819654,,https://pubmed.ncbi.nlm.nih.gov/31819654/,2019,fatal
Fatal and Nonfatal Rip Saw Injuries.,,31816105,,https://pubmed.ncbi.nlm.nih.gov/31816105/,2019,fatal
A fatal case of bortezomib-induced lung toxicity in a young adult heart transplant recipient.,,31815325,,https://pubmed.ncbi.nlm.nih.gov/31815325/,2019,fatal
An unusual thrombus location in a Heartmate 3TM device with fatal outcome.,,31814521,,https://pubmed.ncbi.nlm.nih.gov/31814521/,2019,fatal
A short survival time after last psychiatric hospitalization in drivers with psychotic disorder killed in fatal motor vehicle accidents.,,31813802,,https://pubmed.ncbi.nlm.nih.gov/31813802/,2019,fatal
Fatal myositis and spontaneous haematoma induced by combined immune checkpoint inhibitor treatment in a patient with pancreatic adenocarcinoma.,,31805889,,https://pubmed.ncbi.nlm.nih.gov/31805889/,2019,fatal
"Trajectories of hepatic and coagulation dysfunctions related to a rapidly fatal outcome among hospitalized patients with dengue fever in Tainan, 2015.",,31805088,,https://pubmed.ncbi.nlm.nih.gov/31805088/,2019,fatal
Infant Death Following Home Birth: A Case Report of Fatal Neonatal Hypoglycemia.,,31800970,,https://pubmed.ncbi.nlm.nih.gov/31800970/,2019,fatal
[Rapidly fatal septicemic plague secondary to undiagnosed primary bubonic plague: case report].,,31800948,,https://pubmed.ncbi.nlm.nih.gov/31800948/,2019,fatal
A Very Rare Unexpected Fatal Complication of Nephrotic Syndrome.,,31798231,,https://pubmed.ncbi.nlm.nih.gov/31798231/,2019,fatal
Emphysematous gastritis associated with gastric cancer: a rare and fatal entity.,,31796461,,https://pubmed.ncbi.nlm.nih.gov/31796461/,2019,fatal
Fatal acute babesiosis associated with Babesia venatorum infection (Babesia sp. EU1) in a captive reindeer calf in Switzerland.,,31796172,,https://pubmed.ncbi.nlm.nih.gov/31796172/,2019,fatal
Correction of QRS voltage for body mass index does not improve the prediction of fatal and nonfatal cardiovascular events. The Moli-sani study.,,31791640,,https://pubmed.ncbi.nlm.nih.gov/31791640/,2019,fatal
Heart insufficiency after combination of verapamil and metoprolol: A fatal case report and literature review.,,31788248,,https://pubmed.ncbi.nlm.nih.gov/31788248/,2019,fatal
A case of fatal trauma evaluated using a portable X-ray system at the scene.,,31788152,,https://pubmed.ncbi.nlm.nih.gov/31788152/,2019,fatal
Fatal invasive pulmonary aspergillosis caused by voriconazole-resistant Aspergillus tubingensis in a patient with solid tumor.,,31787529,,https://pubmed.ncbi.nlm.nih.gov/31787529/,2019,fatal
Toxoplasma gondii: How fatal is it in pediatric allogeneic bone marrow transplantation setting?,,31785038,,https://pubmed.ncbi.nlm.nih.gov/31785038/,2019,fatal
[On the quality of the external post-mortem examination in cases of fatal head trauma : A comparison of death certificate and forensic autopsy].,,31784776,,https://pubmed.ncbi.nlm.nih.gov/31784776/,2019,fatal
Fatal adrenal crisis due to Addison's disease arising in the context of autoimmune polyglandular syndrome type 1.,,31782110,,https://pubmed.ncbi.nlm.nih.gov/31782110/,2019,fatal
Use of a Tracheal Tube as a Nasally Inserted Supraglottic Airway in a Case of Near-Fatal Airway Obstruction Caused by Epiglottitis.,,31781402,,https://pubmed.ncbi.nlm.nih.gov/31781402/,2019,fatal
Re: Letter to the Editor of Public Health in response to 'Trend of fatal poisoning at national and provincial levels in Iran from 1990 to 2015'.,,31780046,,https://pubmed.ncbi.nlm.nih.gov/31780046/,2019,fatal
Comparing the predictive capability of self-report and medically-verified non-fatal overdose in adults released from prison: A prospective data linkage study.,,31778949,,https://pubmed.ncbi.nlm.nih.gov/31778949/,2019,fatal
Oral mucositis as a pathway for fatal outcome among critically ill patients exposed to chlorhexidine: post hoc analysis of a randomized clinical trial.,,31775844,,https://pubmed.ncbi.nlm.nih.gov/31775844/,2019,fatal
Acanthamoeba spp. and Balamuthia mandrillaris leading to fatal granulomatous amebic encephalitis.,,31773473,,https://pubmed.ncbi.nlm.nih.gov/31773473/,2019,fatal
Fatal pulmonary embolism from large right atrial thrombus.,,31772760,,https://pubmed.ncbi.nlm.nih.gov/31772760/,2019,fatal
A case of fatal disseminated strongyloidiasis accompanied with intestinal obstruction.,,31772736,,https://pubmed.ncbi.nlm.nih.gov/31772736/,2019,fatal
Fatal pulmonary haemorrhage following repeated intercostal drain insertions: Think before you re-do.,,31772413,,https://pubmed.ncbi.nlm.nih.gov/31772413/,2019,fatal
Change in Trajectories of Adherence to Lipid-Lowering Drugs Following Non-Fatal Acute Coronary Syndrome or Stroke.,,31771443,,https://pubmed.ncbi.nlm.nih.gov/31771443/,2019,fatal
"Rates, knowledge and risk factors of non-fatal opioid overdose among people who inject drugs in India: A community-based study.",,31769134,,https://pubmed.ncbi.nlm.nih.gov/31769134/,2019,fatal
Fatal Tension Hemothorax Combined With Exanguination: A Rare Complication of Neurofibromatosis.,,31763589,,https://pubmed.ncbi.nlm.nih.gov/31763589/,2019,fatal
The Infectious Danger of Corticosteroids: A Fatal Case of Pneumocystis Jirovecii Pneumonia in a Non-HIV Patient Following Corticosteroid Use with Prophylaxis.,,31763097,,https://pubmed.ncbi.nlm.nih.gov/31763097/,2019,fatal
"Rare presentation of primary varicella zoster as fatal fulminant hepatitis in adult on low-dose,short-term steroid: Case report.",,31763037,,https://pubmed.ncbi.nlm.nih.gov/31763037/,2019,fatal
Intramyocardial dissecting hematoma: fatal complication of reperfusion damage in myocardial infarction - an autopsy case report.,,31760241,,https://pubmed.ncbi.nlm.nih.gov/31760241/,2019,fatal
Pyridox(am)ine 5'-phosphate oxidase (PNPO) deficiency in zebrafish results in fatal seizures and metabolic aberrations.,,31759955,,https://pubmed.ncbi.nlm.nih.gov/31759955/,2019,fatal
"Fatal granulomatous amoebic encephalitis due to free-living amoebae in two boys in two different hospitals in Lima, Perú.",,31758593,,https://pubmed.ncbi.nlm.nih.gov/31758593/,2019,fatal
Parallel declines in erythrocyte trans fatty acids and US fatal ischemic heart disease rates.,,31757633,,https://pubmed.ncbi.nlm.nih.gov/31757633/,2019,fatal
The association between first abortion and first-time non-fatal suicide attempt: a longitudinal cohort study of Danish population registries.,,31757590,,https://pubmed.ncbi.nlm.nih.gov/31757590/,2019,fatal
Non-fatal drug overdose after release from prison: A prospective data linkage study.,,31757517,,https://pubmed.ncbi.nlm.nih.gov/31757517/,2019,fatal
"Draft Genome Sequence of the Panton-Valentine Leucocidin-Producing Staphylococcus aureus Sequence Type 154 Strain NRL 08/001, Isolated from a Fatal Case of Necrotizing Pneumonia.",,31753953,,https://pubmed.ncbi.nlm.nih.gov/31753953/,2019,fatal
Fatal deep venous thrombosis and pulmonary embolism secondary to melioidosis in China: case report and literature review.,,31752745,,https://pubmed.ncbi.nlm.nih.gov/31752745/,2019,fatal
Occurrence of fatal infective endocarditis: a population-based study in Finland.,,31752727,,https://pubmed.ncbi.nlm.nih.gov/31752727/,2019,fatal
Fatal Legionella pneumophila serogroup 1 pleural empyema: A case report.,,31750087,,https://pubmed.ncbi.nlm.nih.gov/31750087/,2019,fatal
Domestic animal bites in infants: Potential risk of fatal maltreatment.,,31749175,,https://pubmed.ncbi.nlm.nih.gov/31749175/,2019,fatal
Examining trends in non-fatal strangulation among sexual assault survivors seeking Sexual Assault Nurse Examiner care from 2002 to 2017.,,31747480,,https://pubmed.ncbi.nlm.nih.gov/31747480/,2019,fatal
KMT2A-MLLT3 AML Masquerading as JMML may Disguise Fatal Leukemia.,,31745420,,https://pubmed.ncbi.nlm.nih.gov/31745420/,2019,fatal
Fatal Subcutaneous Hematoma: A Rare Case.,,31744983,,https://pubmed.ncbi.nlm.nih.gov/31744983/,2019,fatal
"Fatal Brazilian Spotted Fever Associated with Dogs and Amblyomma aureolatum Ticks, Brazil, 2013.",,31742533,,https://pubmed.ncbi.nlm.nih.gov/31742533/,2019,fatal
Being Licked by a Dog Can Be Fatal: Capnocytophaga canimorsus Sepsis with Purpura Fulminans in an Immunocompetent Man.,,31742204,,https://pubmed.ncbi.nlm.nih.gov/31742204/,2019,fatal
Hyperleukocytosis increases risk of fatal hyperkalemia with new ibrutinib/venetoclax regimen for refractory mantle cell lymphoma.,,31738653,,https://pubmed.ncbi.nlm.nih.gov/31738653/,2019,fatal
Updating the risk profile of fatal head trauma: an autopsy study with focus on age- and sex-dependent differences.,,31735980,,https://pubmed.ncbi.nlm.nih.gov/31735980/,2019,fatal
Significant decrease in the rate of fatal alcohol poisonings in Finland validated by blood alcohol concentration statistics.,,31734034,,https://pubmed.ncbi.nlm.nih.gov/31734034/,2019,fatal
Comment on 'Fatal occurrence of acquired haemophilia A in a patient with pemphigus vulgaris'.,,31733157,,https://pubmed.ncbi.nlm.nih.gov/31733157/,2019,fatal
"Non-fatal Home Injuries among the Elderly in Tamil Nadu, India.",,31728099,,https://pubmed.ncbi.nlm.nih.gov/31728099/,2019,fatal
Novel ATAD3A recessive mutation associated to fatal cerebellar hypoplasia with multiorgan involvement and mitochondrial structural abnormalities.,,31727539,,https://pubmed.ncbi.nlm.nih.gov/31727539/,2019,fatal
Comparative study of fatal consequences of illicit and prescription drugs use/abuse in Bratislava and its vicinity.,,31726836,,https://pubmed.ncbi.nlm.nih.gov/31726836/,2019,fatal
Effects of alcohol intoxication goggles (fatal vision goggles) with a concurrent cognitive task on simulated driving performance.,,31725332,,https://pubmed.ncbi.nlm.nih.gov/31725332/,2019,fatal
Neglected Basal Cell Carcinoma With Fatal Outcome.,,31723464,,https://pubmed.ncbi.nlm.nih.gov/31723464/,2019,fatal
Fatal Simultaneous Multi-organ Failure Following Pembrolizumab Treatment for Refractory Thymoma.,,31718909,,https://pubmed.ncbi.nlm.nih.gov/31718909/,2019,fatal
Predictors of fatal outcomes in pedestrian accidents in Tabriz Metropolis of Iran: Application of PLS-DA method.,,31714148,,https://pubmed.ncbi.nlm.nih.gov/31714148/,2019,fatal
Noninvasive analysis and identification of an intramuscular fluid collection by postmortem 1H-MRS in a case of a fatal motor vehicle accident.,,31713679,,https://pubmed.ncbi.nlm.nih.gov/31713679/,2019,fatal
Wholesale and retail trade sector occupational fatal and nonfatal injuries and illnesses from 2006 to 2016: Implications for intervention.,,31709592,,https://pubmed.ncbi.nlm.nih.gov/31709592/,2019,fatal
Fatal pulmonary tumour micro-emboli in a young woman with no history of cancer.,,31707884,,https://pubmed.ncbi.nlm.nih.gov/31707884/,2019,fatal
Scrotal abscess as the first symptom of fatal necrotizing pancreatitis.,,31707415,,https://pubmed.ncbi.nlm.nih.gov/31707415/,2019,fatal
Suicide following presentation to hospital for non-fatal self-harm in the Multicentre Study of Self-harm: a long-term follow-up study.,,31706930,,https://pubmed.ncbi.nlm.nih.gov/31706930/,2019,fatal
Indicatory external findings in two cases of fatal cervical spine injury.,,31704630,,https://pubmed.ncbi.nlm.nih.gov/31704630/,2019,fatal
Prescribing patterns before and after a non-fatal drug overdose using Tennessee's controlled substance monitoring database linked to hospital discharge data.,,31704283,,https://pubmed.ncbi.nlm.nih.gov/31704283/,2019,fatal
BASE Jumping Fatalities Between 2007 and 2017: Main Causes of Fatal Events and Recommendations for Safety.,,31704133,,https://pubmed.ncbi.nlm.nih.gov/31704133/,2019,fatal
